RouteName,Direction,Sequence,StopName
41路,下行,15,恒丰路汉中路
41路,下行,16,沪太路中山北路
41路,下行,17,沪太路洛川中路
41路,下行,18,沪太路新村路
41路,下行,19,沪太新村
42路,上行,1,龙门路淮海中路
42路,上行,2,延安东路普安路
42路,上行,3,淮海中路思南路
42路,上行,4,淮海中路陕西南路
42路,上行,5,襄阳南路永嘉路
42路,上行,6,襄阳南路建国西路
42路,上行,7,建国西路岳阳路
42路,上行,8,建国西路乌鲁木齐南路
42路,上行,9,建国西路宛平路
42路,上行,10,徐家汇
42路,上行,11,南丹路文定路
42路,上行,12,南丹路宜山路
42路,上行,13,宜山北路虹桥路
42路,下行,1,龙门路淮海中路
42路,下行,2,淮海中路嵩山路
42路,下行,3,淮海中路思南路
42路,下行,4,淮海中路陕西南路
42路,下行,5,太原路汾阳路
42路,下行,6,太原路永嘉路
42路,下行,7,太原路建国西路
42路,下行,8,肇嘉浜路枫林路
42路,下行,9,肇嘉浜路吴兴路
42路,下行,10,徐家汇
42路,下行,11,南丹路漕溪北路
42路,下行,12,宜山北路虹桥路
43路,上行,1,南浦大桥
43路,上行,2,陆家浜路海潮路
43路,上行,3,陆家浜路大兴街
43路,上行,4,斜桥
43路,上行,5,徐家汇路黄陂南路
43路,上行,6,打浦桥
43路,上行,7,肇嘉浜路大木桥路
43路,上行,8,肇嘉浜路枫林路
43路,上行,9,肇嘉浜路东安路
43路,上行,10,肇嘉浜路天平路（徐家汇）
43路,上行,11,徐家汇
43路,上行,12,漕溪北路裕德路
43路,上行,13,漕溪路田林东路
43路,上行,14,漕河泾
43路,上行,15,漕宝路习勤路
43路,上行,16,桂林路漕宝路
43路,上行,17,上海师大
43路,上行,18,钦州南路虹漕南路
43路,上行,19,虹漕南路浦北路
43路,上行,20,虹漕南路江安路
43路,下行,1,南浦大桥
43路,下行,2,陆家浜路海潮路
43路,下行,3,陆家浜路大兴街
43路,下行,4,斜桥
43路,下行,5,徐家汇路黄陂南路
43路,下行,6,打浦桥
43路,下行,7,肇嘉浜路大木桥路
43路,下行,8,肇嘉浜路枫林路
43路,下行,9,肇嘉浜路东安路
43路,下行,10,肇嘉浜路吴兴路
43路,下行,11,肇嘉浜路天平路（徐家汇）
43路,下行,12,徐家汇
43路,下行,13,漕溪北路裕德路
43路,下行,14,漕溪路田林东路
43路,下行,15,漕河泾
43路,下行,16,漕宝路习勤路
43路,下行,17,桂林路漕宝路
43路,下行,18,上海师大
43路,下行,19,桂林路桂林东街
43路,下行,20,浦北路桂林西街
43路,下行,21,虹漕南路江安路
44路,上行,1,龙华西路龙恒路
44路,上行,2,龙华
44路,上行,3,龙华路华容路
44路,上行,4,华容路龙华路
44路,上行,5,双峰路中山南二路
44路,上行,6,上海体育场
44路,上行,7,天钥桥路斜土路
44路,上行,8,天钥桥路辛耕路
44路,上行,9,虹桥路恭城路
44路,上行,10,虹桥路宜山路
44路,上行,11,虹桥路凯旋路
44路,上行,12,左家宅
44路,上行,13,安顺路定西路
44路,上行,14,定西路法华镇路
44路,上行,15,江苏路延安西路
44路,上行,16,江苏路愚园路
44路,上行,17,江苏北路长宁路
44路,上行,18,曹杨路谈家渡路
44路,上行,19,曹杨路白玉路
44路,上行,20,曹杨六村
44路,上行,21,兰溪路梅岭北路
44路,上行,22,枣阳路杏山路
44路,上行,23,长风公园
44路,上行,24,大渡河路金沙江路
44路,上行,25,大渡河路云岭东路
44路,上行,26,云岭东路大渡河路
44路,上行,27,泸定路云岭东路
44路,上行,28,光复西路丹巴路
44路,下行,1,龙华西路龙恒路
44路,下行,2,龙华
44路,下行,3,龙华路华容路
44路,下行,4,宛平南路龙华路
44路,下行,5,龙华医院
44路,下行,6,宛平南路斜土路
44路,下行,7,肇嘉浜路天平路
44路,下行,8,虹桥路恭城路
44路,下行,9,虹桥路宜山路
44路,下行,10,虹桥路凯旋路
44路,下行,11,左家宅
44路,下行,12,安顺路定西路
44路,下行,13,定西路延安西路
44路,下行,14,延安西路番禺路
44路,下行,15,东诸安浜路江苏路
44路,下行,16,江苏路愚园路
44路,下行,17,江苏北路长宁路
44路,下行,18,曹杨路谈家渡路
44路,下行,19,曹杨路白玉路
44路,下行,20,中山北路曹杨路
44路,下行,21,曹杨五村
44路,下行,22,兰溪路梅岭北路
44路,下行,23,枣阳路杏山路
44路,下行,24,杨柳青路枣阳路
44路,下行,25,大渡河路金沙江路
44路,下行,26,云岭东路大渡河路
44路,下行,27,泸定路云岭东路
44路,下行,28,光复西路丹巴路
452路,上行,1,胡桥
452路,上行,2,胡桥派出所
452路,上行,3,胡庄公路工业路
452路,上行,4,胡庄公路科工路
452路,上行,5,胡桥种子场
452路,上行,6,浦卫公路新林路
452路,上行,7,法华桥
452路,上行,8,前进毛纺厂
452路,上行,9,浦卫公路立延路
452路,上行,10,浦卫公路茜舍塘河桥
452路,上行,11,浦卫公路平庄公路
452路,上行,12,钱家宅
452路,上行,13,吕桥
452路,上行,14,奉卫公路贤明路
452路,上行,15,浦卫公路吕桥路
452路,上行,16,浦卫公路沪发路
452路,上行,17,浦卫公路航南公路
452路,上行,18,长浜3组
452路,上行,19,浦卫公路奉浦大道
452路,上行,20,西校
452路,上行,21,浦卫公路西纬中路
452路,上行,22,浦卫公路姚泾港桥
452路,上行,23,浦卫公路云牛路
452路,上行,24,浦卫公路大叶公路
452路,上行,25,浦卫公路北环路
452路,上行,26,浦卫公路规划一路
452路,上行,27,昆阳路江川路
452路,上行,28,昆阳路高田路
452路,上行,29,昆阳路东川路
452路,上行,30,东川路天星路
452路,下行,1,胡桥
452路,下行,2,胡桥派出所
452路,下行,3,胡庄公路工业路
452路,下行,4,胡庄公路科工路
452路,下行,5,胡桥种子场
452路,下行,6,浦卫公路新林路
452路,下行,7,法华桥
452路,下行,8,前进毛纺厂
452路,下行,9,浦卫公路立延路
452路,下行,10,浦卫公路平庄公路
452路,下行,11,钱家宅
452路,下行,12,吕桥
452路,下行,13,奉卫公路南亭公路
452路,下行,14,浦卫公路吕桥路
452路,下行,15,浦卫公路沪发路
452路,下行,16,浦卫公路航南公路
452路,下行,17,长浜3组
452路,下行,18,浦卫公路奉浦大道
452路,下行,19,浦卫公路西纬三路
452路,下行,20,张云4组
452路,下行,21,相计1组
452路,下行,22,浦卫公路大叶公路
452路,下行,23,浦卫公路北环路
452路,下行,24,浦卫公路规划一路
452路,下行,25,昆阳路江川路
452路,下行,26,昆阳路高田路
452路,下行,27,东川路天星路
453路,上行,1,港城路地铁站
453路,上行,2,张杨北路花山路
453路,上行,3,张杨北路清溪路
453路,上行,4,张杨北路大同路
453路,上行,5,大同路石家街（市七医院）
453路,上行,6,大同路清溪路
453路,上行,7,季景北路王家街
453路,上行,8,季景北路石家街
453路,上行,9,季景路春晖路
453路,上行,10,夏碧路季景路
453路,上行,11,夏碧路杨高北路
453路,上行,12,秋霞路杨高北路
453路,上行,13,秋霞路张杨北路
453路,上行,14,张杨北路航津路
453路,上行,15,张杨北路行南路
453路,上行,16,张杨北路衡安路
453路,上行,17,张杨北路洲海路
453路,上行,18,张杨北路五洲大道
453路,上行,19,东煦路张杨北路
453路,上行,20,东煦路高博路
453路,上行,21,浦东北路东葛路
453路,上行,22,翔殷路国顺东路
453路,上行,23,翔殷路沙岗路
453路,上行,24,翔殷路国和路
453路,上行,25,五角场（翔殷路）
453路,下行,1,港城路地铁站
453路,下行,2,张杨北路花山路
453路,下行,3,张杨北路清溪路
453路,下行,4,张杨北路大同路
453路,下行,5,大同路石家街（市七医院）
453路,下行,6,石家街季景北路
453路,下行,7,季景北路石家街
453路,下行,8,季景路春晖路
453路,下行,9,夏碧路季景路
453路,下行,10,航津路地铁站
453路,下行,11,季景路航津路
453路,下行,12,张杨北路行南路
453路,下行,13,张杨北路衡安路
453路,下行,14,张杨北路洲海路
453路,下行,15,张杨北路五洲大道
453路,下行,16,东煦路张杨北路
453路,下行,17,东煦路高博路
453路,下行,18,浦东北路东葛路
453路,下行,19,翔殷路国顺东路
453路,下行,20,翔殷路沙岗路
453路,下行,21,翔殷路国和路
453路,下行,22,国定东路翔殷路
453路,下行,23,五角场（翔殷路）
454路,上行,1,恒大华城
454路,上行,2,长清路德州路
454路,上行,3,长清路昌里路
454路,上行,4,昌里路历城路
454路,上行,5,上南路浦东南路
454路,上行,6,雪野路上南路
454路,上行,7,浦东南路洪山路
454路,上行,8,西藏南路瞿溪路
454路,上行,9,西藏南路斜土路
454路,上行,10,西藏南路陆家浜路
454路,上行,11,老西门（西藏南路）
454路,上行,12,西藏南路淮海东路
454路,上行,13,西藏南路宁海东路
454路,上行,14,人民广场（广东路）
454路,下行,1,恒大华城
454路,下行,2,长清路德州路
454路,下行,3,长清路昌里路
454路,下行,4,昌里路长清路
454路,下行,5,上南路浦东南路
454路,下行,6,雪野路上南路
454路,下行,7,浦东南路洪山路
454路,下行,8,浦东南路高科西路（上海长途东站）
454路,下行,9,西藏南路中山南一路
454路,下行,10,西藏南路斜土路
454路,下行,11,西藏南路陆家浜路
454路,下行,12,老西门（西藏南路）
454路,下行,13,西藏南路淮海东路
454路,下行,14,延安东路西藏中路
454路,下行,15,南京西路黄河路
454路,下行,16,人民广场（广东路）
455路,上行,1,利津路巨峰路
455路,上行,2,五莲路凌河路
455路,上行,3,五莲路东陆路
455路,上行,4,五莲路荷泽路
455路,上行,5,五莲路兰城路
455路,上行,6,五莲路莱阳路
455路,上行,7,浦东大道五莲路
455路,上行,8,浦东大道八号桥
455路,上行,9,浦东大道金桥路
455路,上行,10,浦东大道云山路
455路,上行,11,浦东大道居家桥路
455路,上行,12,浦东大道德平路
455路,上行,13,浦东大道罗山路
455路,上行,14,浦东大道苗圃路
455路,上行,15,浦东大道民生路
455路,上行,16,浦东大道桃林路
455路,上行,17,浦东大道源深路
455路,上行,18,浦东大道东方路
455路,上行,19,陆家嘴东路浦东南路
455路,上行,20,延安东路浙江中路
455路,上行,21,金陵中路普安路
455路,上行,22,人民广场（福州路）
455路,上行,23,西藏北路曲阜路
455路,上行,24,西藏北路中兴路
455路,上行,25,中兴路共和新路
455路,上行,26,上海火车站（北广场）
455路,下行,1,利津路巨峰路
455路,下行,2,五莲路归昌路
455路,下行,3,五莲路凌河路
455路,下行,4,五莲路东陆路
455路,下行,5,五莲路荷泽路
455路,下行,6,五莲路兰城路
455路,下行,7,五莲路莱阳路
455路,下行,8,浦东大道五莲路
455路,下行,9,浦东大道八号桥
455路,下行,10,浦东大道金桥路
455路,下行,11,浦东大道云山路
455路,下行,12,浦东大道居家桥路
455路,下行,13,浦东大道德平路
455路,下行,14,浦东大道罗山路
455路,下行,15,浦东大道苗圃路
455路,下行,16,浦东大道民生路
455路,下行,17,浦东大道桃林路
455路,下行,18,浦东大道源深路
455路,下行,19,浦东大道东方路
455路,下行,20,浦东大道浦东南路
455路,下行,21,延安东路浙江中路
455路,下行,22,金陵中路龙门路
455路,下行,23,人民广场（福州路）
455路,下行,24,西藏北路海宁路
455路,下行,25,西藏北路中兴路
455路,下行,26,中兴路共和新路
455路,下行,27,上海火车站（北广场）
456路,上行,1,长清路永泰路
456路,上行,2,长清路三林路
456路,上行,3,三林路灵岩南路
456路,上行,4,三林路三新路
456路,上行,5,三林路上南路
456路,上行,6,上南路三林路
456路,上行,7,上南路华夏西路
456路,上行,8,上南路海阳路
456路,上行,9,上南路杨思路
456路,上行,10,上南路德州路
456路,上行,11,上南路昌里路
456路,上行,12,上南路浦东南路
456路,上行,13,耀华路长清路
456路,上行,14,中山南二路大木桥路
456路,上行,15,中山南二路船厂路
456路,上行,16,中山南二路天钥桥路
456路,上行,17,上海体育馆
456路,下行,1,长清路永泰路
456路,下行,2,长清路三林路
456路,下行,3,三林路灵岩南路
456路,下行,4,三林路三新路
456路,下行,5,三林路上南路
456路,下行,6,上南路三林路
456路,下行,7,上南路华夏西路
456路,下行,8,上南路海阳路
456路,下行,9,上南路杨思路
456路,下行,10,上南路德州路
456路,下行,11,上南路昌里路
456路,下行,12,耀华路历城路
456路,下行,13,中山南二路大木桥路
456路,下行,14,中山南二路东安路
456路,下行,15,上海游泳馆
456路,下行,16,上海体育馆
457路,上行,1,公交奉贤新城站
457路,上行,2,金海公路南奉公路
457路,上行,3,金海湖地铁站
457路,上行,4,金海公路航南公路
457路,上行,5,九棵树艺术中心
457路,上行,6,金齐路金海公路
457路,上行,7,茂园路漕园路
457路,上行,8,茂园路广丰路
457路,上行,9,茂园路高丰路
457路,上行,10,屠家村
457路,上行,11,茂园路汇丰北路
457路,上行,12,汇丰北路金海公路
457路,上行,13,益民8村
457路,上行,14,金海公路汇中路
457路,上行,15,金海公路关五路
457路,上行,16,剑川路虹梅南路
457路,上行,17,剑川路莲花南路
457路,上行,18,莲花南路永德路
457路,上行,19,谈家塘路张家里路
457路,下行,1,公交奉贤新城站
457路,下行,2,金海公路南奉公路
457路,下行,3,金海湖地铁站
457路,下行,4,金海公路航南公路
457路,下行,5,九棵树艺术中心
457路,下行,6,金齐路金海公路
457路,下行,7,茂园路漕园路
457路,下行,8,茂园路广丰路
457路,下行,9,茂园路高丰路
457路,下行,10,屠家村
457路,下行,11,茂园路汇丰北路
457路,下行,12,汇丰北路金海公路
457路,下行,13,益民8村
457路,下行,14,金海公路汇中路
457路,下行,15,金海公路关五路
457路,下行,16,剑川路虹梅南路
457路,下行,17,张家里路莲花南路
457路,下行,18,谈家塘路张家里路
458路,上行,1,公交金钱公路站
458路,上行,2,金钱公路南奉公路
458路,上行,3,南奉公路贤浦路
458路,上行,4,贤浦路诸家路
458路,上行,5,贤浦路秀竹路
458路,上行,6,贤浦路秀韵路
458路,上行,7,贤浦路清朗路
458路,上行,8,贤浦路金大公路
458路,上行,9,贤浦路农民街
458路,上行,10,贤浦路文明东街
458路,上行,11,贤浦路团汇公路
458路,上行,12,贤浦路南行路
458路,上行,13,南行路金钱公路
458路,上行,14,金钱公路沿港河路
458路,上行,15,金钱公路望河路
458路,上行,16,金水苑
458路,上行,17,嘉园路广丰路
458路,上行,18,金海卫生服务中心
458路,上行,19,嘉园路博丰路
458路,上行,20,南行港路嘉园路
458路,上行,21,南行港路金海公路
458路,上行,22,金海公路岚丰路
458路,上行,23,益民8村
458路,上行,24,金海公路汇中路
458路,上行,25,金海公路关五路
458路,上行,26,剑川路虹梅南路
458路,上行,27,剑川路莲花南路
458路,上行,28,莲花南路永德路
458路,上行,29,放鹤路吴河路
458路,上行,30,放鹤路都园路
458路,上行,31,都市路金塔路
458路,上行,32,都市路金阳路
458路,上行,33,都市路灯辉支路
458路,下行,1,公交金钱公路站
458路,下行,2,南奉公路金钱公路
458路,下行,3,贤浦路南奉公路
458路,下行,4,贤浦路秀竹路
458路,下行,5,贤浦路秀韵路
458路,下行,6,贤浦路清朗路
458路,下行,7,贤浦路金大公路
458路,下行,8,贤浦路农民街
458路,下行,9,贤浦路文明东街
458路,下行,10,贤浦路团汇公路
458路,下行,11,南行路贤浦路
458路,下行,12,南行路金钱公路
458路,下行,13,金钱公路沿港河路
458路,下行,14,金钱公路望河路
458路,下行,15,嘉园路广丰路
458路,下行,16,金海卫生服务中心
458路,下行,17,嘉园路博丰路
458路,下行,18,南行港路嘉园路
458路,下行,19,金海公路南行港路
458路,下行,20,益民8村
458路,下行,21,金海公路汇中路
458路,下行,22,金海公路关五路
458路,下行,23,剑川路虹梅南路
458路,下行,24,莲花南路永德路
458路,下行,25,放鹤路莲花南路
458路,下行,26,放鹤路吴河路
458路,下行,27,放鹤路都园路
458路,下行,28,都市路金塔路
458路,下行,29,都市路金阳路
458路,下行,30,都市路灯辉支路
45路,上行,1,南浦大桥
45路,上行,2,中山南路南车站路
45路,上行,3,中山南路西藏南路
45路,上行,4,中山南一路鲁班路
45路,上行,5,中山南一路打浦路
45路,上行,6,中山南二路大木桥路
45路,上行,7,小木桥路中山南二路
45路,上行,8,小木桥路斜土路
45路,上行,9,太原路建国西路
45路,上行,10,太原路汾阳路
45路,上行,11,襄阳公园
45路,上行,12,常熟路淮海中路
45路,上行,13,常熟路华山路
45路,上行,14,静安寺
45路,上行,15,万航渡路镇宁路
45路,上行,16,曹家渡
45路,下行,1,南浦大桥
45路,下行,2,南车站路中山南路
45路,下行,3,中山南一路鲁班路
45路,下行,4,中山南一路打浦路
45路,下行,5,大木桥路中山南二路
45路,下行,6,大木桥路斜土路
45路,下行,7,肇家浜路大木桥路
45路,下行,8,襄阳南路建国西路
45路,下行,9,襄阳南路永嘉路
45路,下行,10,襄阳公园
45路,下行,11,淮海中路常熟路
45路,下行,12,华山路延安中路
45路,下行,13,武宁南路万航渡路
45路,下行,14,曹家渡
46路,上行,1,人民广场
46路,上行,2,西藏中路北京东路
46路,上行,3,西藏北路曲阜路
46路,上行,4,海宁路晋元路
46路,上行,5,共和新路中华新路
46路,上行,6,共和新路中山北路
46路,上行,7,闸北公园
46路,上行,8,共和新路延长路
46路,上行,9,共和新路大宁路
46路,上行,10,共和新路灵石路
46路,上行,11,共和新路彭江路
46路,上行,12,共和新路永和路
46路,上行,13,共和新路江场路
46路,上行,14,共和新路闻喜路
46路,上行,15,共和新路汾西路
46路,上行,16,汾西路岭南路
46路,上行,17,汾西路阳曲路
46路,上行,18,阳曲路保德路
46路,上行,19,岭南路保德路
46路,下行,1,人民广场
46路,下行,2,西藏中路北京东路
46路,下行,3,西藏北路海宁路
46路,下行,4,天目中路晋元路
46路,下行,5,共和新路中华新路
46路,下行,6,共和新路柳营路
46路,下行,7,共和新路洛川东路
46路,下行,8,共和新路广中路
46路,下行,9,共和新路彭江路
46路,下行,10,共和新路汶水路
46路,下行,11,共和新路江场路
46路,下行,12,共和新路闻喜路
46路,下行,13,临汾路共和新路
46路,下行,14,岭南路临汾路
46路,下行,15,岭南路保德路
47路,上行,1,惠民路保定路
47路,上行,2,保定路长阳路
47路,上行,3,保定路周家嘴路
47路,上行,4,公平路周家嘴路
47路,上行,5,临平北路张家巷
47路,上行,6,临平北路四平路
47路,上行,7,溧阳路四平路
47路,上行,8,四川北路山阴路
47路,上行,9,宝山路同心路
47路,上行,10,东宝兴路中兴路
47路,上行,11,东宝兴路芷江中路
47路,上行,12,中山北路西宝兴路
47路,上行,13,中山北路共和新路
47路,上行,14,中山北路普善路
47路,上行,15,骊山路华阴路
47路,下行,1,惠民路保定路
47路,下行,2,保定路长阳路
47路,下行,3,保定路东余杭路
47路,下行,4,公平路周家嘴路
47路,下行,5,临平北路张家巷
47路,下行,6,临平北路四平路
47路,下行,7,溧阳路宝安路
47路,下行,8,甜爱路四川北路
47路,下行,9,鲁迅公园
47路,下行,10,东宝兴路中兴路
47路,下行,11,东宝兴路芷江中路
47路,下行,12,中山北路西宝兴路
47路,下行,13,中山北路共和新路
47路,下行,14,中山北路普善路
47路,下行,15,中山北路交通路
47路,下行,16,骊山路华阴路
48路,上行,1,延安西路华山路
48路,上行,2,乌鲁木齐北路延安西路
48路,上行,3,华山路乌鲁木齐中路
48路,上行,4,华山路长乐路
48路,上行,5,华山路复兴西路
48路,上行,6,华山路湖南路
48路,上行,7,华山路淮海西路
48路,上行,8,新华路番禺路
48路,上行,9,香花桥
48路,上行,10,安顺路凯旋路
48路,上行,11,安顺路长顺路
48路,上行,12,中山西路虹桥路
48路,上行,13,中山西路吴中路
48路,上行,14,西区汽车站
48路,下行,1,延安西路华山路
48路,下行,2,华山路乌鲁木齐中路
48路,下行,3,华山路武康路
48路,下行,4,华山路江苏路
48路,下行,5,华山路湖南路
48路,下行,6,新华路番禺路
48路,下行,7,香花桥
48路,下行,8,安顺路凯旋路
48路,下行,9,安顺路中山西路
48路,下行,10,中山西路安顺路
48路,下行,11,中山西路虹桥路
48路,下行,12,西区汽车站
49路,上行,1,汉口路江西中路
49路,上行,2,九江路浙江中路
49路,上行,3,人民广场（福州路）
49路,上行,4,武胜路黄陂北路
49路,上行,5,威海路石门一路
49路,上行,6,威海路陕西北路
49路,上行,7,延安中路铜仁路
49路,上行,8,常熟路长乐路
49路,上行,9,宝庆路淮海中路
49路,上行,10,桃江路衡山路
49路,上行,11,岳阳路建国西路
49路,上行,12,中山医院
49路,上行,13,枫林路斜土路
49路,上行,14,肿瘤医院
49路,上行,15,东安路中山南二路
49路,上行,16,中山南二路东安路
49路,上行,17,中山南二路天钥桥路
49路,上行,18,上海体育馆
49路,下行,1,汉口路江西中路
49路,下行,2,福州路福建中路
49路,下行,3,人民广场
49路,下行,4,威海路黄陂北路
49路,下行,5,威海路石门一路
49路,下行,6,威海路陕西北路
49路,下行,7,延安中路铜仁路
49路,下行,8,常熟路华山路
49路,下行,9,常熟路延庆路
49路,下行,10,宝庆路淮海中路
49路,下行,11,乌鲁木齐南路衡山路
49路,下行,12,乌鲁木齐南路建国西路
49路,下行,13,肇嘉浜路枫林路
49路,下行,14,斜土路枫林路
49路,下行,15,东安路斜土路
49路,下行,16,肿瘤医院
49路,下行,17,东安路中山南二路
49路,下行,18,中山南二路宛平南路
49路,下行,19,上海游泳馆
49路,下行,20,上海体育馆
502路,上行,1,虹口足球场
502路,上行,2,中山北一路广中路
502路,上行,3,上农新村
502路,上行,4,新华一村
502路,上行,5,大柏树(中山北一路)
502路,上行,6,逸仙路纪念路
502路,上行,7,江湾（逸仙路）
502路,上行,8,仁德路逸仙路
502路,上行,9,吉浦路仁德路
502路,上行,10,吉浦路政立路
502路,上行,11,吉浦路青石路
502路,上行,12,青石路国权北路
502路,上行,13,国权北路青石路
502路,上行,14,殷高路国权北路
502路,上行,15,殷高路吉浦路
502路,上行,16,逸仙路何家湾路
502路,上行,17,长江南路西塘桥
502路,上行,18,通南路长江南路
502路,上行,19,通南路新二路
502路,上行,20,淞南十村
502路,下行,1,虹口足球场
502路,下行,2,中山北一路广中路
502路,下行,3,上农新村
502路,下行,4,中山北一路新华一村
502路,下行,5,大柏树（逸仙路）
502路,下行,6,逸仙路纪念路
502路,下行,7,江湾（逸仙路）
502路,下行,8,仁德路逸仙路
502路,下行,9,吉浦路仁德路
502路,下行,10,吉浦路政立路
502路,下行,11,吉浦路青石路
502路,下行,12,青石路国权北路
502路,下行,13,国权北路青石路
502路,下行,14,殷高路国权北路
502路,下行,15,殷高路吉浦路
502路,下行,16,高境庙
502路,下行,17,长江南路何家湾路
502路,下行,18,长江南路西塘桥
502路,下行,19,通南路长江南路
502路,下行,20,通南路新二路
502路,下行,21,淞南十村
508路,上行,1,港城路地铁站
508路,上行,2,张杨北路花山路
508路,上行,3,张杨北路清溪路
508路,上行,4,和龙路清溪路
508路,上行,5,和龙路花山路
508路,上行,6,和龙路草高支路
508路,上行,7,港城路江东路
508路,上行,8,港城路康悦路
508路,上行,9,张华浜
508路,上行,10,北张华浜
508路,上行,11,泰和路同济路
508路,上行,12,淞滨路牡丹江路
508路,上行,13,吴淞码头
508路,下行,1,港城路地铁站
508路,下行,2,张杨北路花山路
508路,下行,3,张杨北路清溪路
508路,下行,4,和龙路清溪路
508路,下行,5,和龙路花山路
508路,下行,6,和龙路草高支路
508路,下行,7,草高支路浦东北路
508路,下行,8,港城路康悦路
508路,下行,9,张华浜
508路,下行,10,北张华浜
508路,下行,11,淞滨路同济路
508路,下行,12,淞滨路牡丹江路
508路,下行,13,吴淞码头
50路,上行,1,沪闵路虹梅南路
50路,上行,2,梅陇路虹梅南路
50路,上行,3,梅陇路凌云路
50路,上行,4,龙州路梅陇路
50路,上行,5,嘉川路凌云路
50路,上行,6,凌云路嘉川路
50路,上行,7,凌云路上中西路
50路,上行,8,罗秀路凌云路
50路,上行,9,朱行
50路,上行,10,虹梅南路朱梅路
50路,上行,11,朱梅路龙州南路
50路,上行,12,朱梅路兴南路
50路,上行,13,老沪闵路业祥路
50路,下行,1,沪闵路虹梅南路
50路,下行,2,虹梅南路梅陇路
50路,下行,3,嘉川路凌云路
50路,下行,4,凌云路梅陇路
50路,下行,5,梅陇路龙州路
50路,下行,6,龙州路梅陇路
50路,下行,7,凌云路嘉川路
50路,下行,8,凌云路上中西路
50路,下行,9,罗秀路凌云路
50路,下行,10,朱行
50路,下行,11,朱梅路龙州南路
50路,下行,12,朱梅路兴南路
50路,下行,13,老沪闵路业祥路
510路,下行,1,延长西路沪太路
510路,下行,2,新村路子长路
510路,下行,3,新村路志丹路
510路,下行,4,西乡路新村路
519路,上行,1,中山公园地铁站
519路,上行,2,长宁路中山西路
519路,上行,3,玉屏南路遵义路
519路,上行,4,娄山关路天山路
519路,上行,5,仙霞路古北路
519路,上行,6,仙霞路芙蓉江路
519路,上行,7,水城路仙霞路
519路,上行,8,水城南路虹桥路
519路,上行,9,虹梅路延安西路
519路,上行,10,程家桥
519路,上行,11,上海动物园
519路,上行,12,延安西路外环高速公路
519路,上行,13,航东路沪青平公路
519路,上行,14,航华一村
519路,上行,15,航东路航北路
519路,上行,16,航东路航南路
519路,上行,17,航中路航北路
519路,上行,18,航北路航中路
519路,上行,19,航新路航北路
519路,上行,20,航华新村
519路,下行,1,中山公园地铁站
519路,下行,2,中山公园
519路,下行,3,中山西路长宁路
519路,下行,4,中山西路天山路
519路,下行,5,天山路遵义路
519路,下行,6,天山路古北路
519路,下行,7,茅台路芙蓉江路
519路,下行,8,水城路茅台路
519路,下行,9,水城路虹桥路
519路,下行,10,虹桥路虹许路
519路,下行,11,虹桥路虹梅路
519路,下行,12,程家桥
519路,下行,13,上海动物园
519路,下行,14,外环高速公路沪青平公路
519路,下行,15,航东路沪青平公路
519路,下行,16,航华一村
519路,下行,17,航东路航北路
519路,下行,18,航东路航南路
519路,下行,19,航中路航北路
519路,下行,20,航北路航新路
519路,下行,21,航华新村
51路,上行,1,人民广场（武胜路）
51路,上行,2,西藏中路北京东路
51路,上行,3,天目东路浙江北路
51路,上行,4,鸿兴路宝山路
51路,上行,5,东江湾路同心路
51路,上行,6,虹口足球场
51路,上行,7,上农新村
51路,上行,8,新华一村
51路,上行,9,大柏树(中山北一路)
51路,上行,10,逸仙路纪念路
51路,上行,11,江湾（逸仙路）
51路,上行,12,逸仙路场中路
51路,上行,13,逸仙路三门路
51路,上行,14,逸仙路安汾路
51路,上行,15,高境庙
51路,上行,16,同济路泰和路
51路,上行,17,海滨八村
51路,上行,18,牡丹江路水产路
51路,上行,19,永清路水产路
51路,上行,20,永清路双城路
51路,上行,21,永清路永乐路
51路,上行,22,永清路海江路
51路,上行,23,宝杨路永清路
51路,上行,24,宝杨路宝东路
51路,上行,25,宝杨路吴淞口路
51路,上行,26,宝杨码头
51路,下行,1,人民广场（武胜路）
51路,下行,2,西藏中路北京东路
51路,下行,3,西藏北路海宁路
51路,下行,4,天目东路山西北路
51路,下行,5,宝山路鸿兴路
51路,下行,6,宝山路同心路
51路,下行,7,虹口足球场
51路,下行,8,西体育会路大连西路
51路,下行,9,上农新村
51路,下行,10,中山北一路新华一村
51路,下行,11,大柏树(逸仙路)
51路,下行,12,逸仙路纪念路
51路,下行,13,江湾（逸仙路）
51路,下行,14,逸仙路场中路
51路,下行,15,逸仙路三门路
51路,下行,16,逸仙路安汾路
51路,下行,17,高境庙
51路,下行,18,同济路泰和路
51路,下行,19,海滨八村
51路,下行,20,牡丹江路水产路
51路,下行,21,水产路牡丹江路
51路,下行,22,永清路水产路
51路,下行,23,永清路双城路
51路,下行,24,永清路永乐路
51路,下行,25,永清路海江路
51路,下行,26,永清路宝杨路
51路,下行,27,宝杨路淞宝路
51路,下行,28,宝杨路宝东路
51路,下行,29,吴淞口路宝杨路
51路,下行,30,宝杨码头
522路,上行,1,杨家渡口
522路,上行,2,浦城路商城路
522路,上行,3,浦东南路东昌路
522路,上行,4,浦东南路浦东大道
522路,上行,5,浦东大道钱仓路
522路,上行,6,浦东大道源深路
522路,上行,7,浦东大道桃林路
522路,上行,8,浦东大道民生路
522路,上行,9,浦东大道北洋泾路
522路,上行,10,浦东大道歇浦路
