StopName,Routes...
抚远路罗新路,宝山57路
抚远路罗迎路,1600路
抚远路美兰湖路,1600路
抚远路美艾路,1600路
抚远路美诺路,1600路
抚顺路铁岭路,142路,115路,310路,554路,874路
抚顺路长岭路,142路
护塘东,1651路
护塘桥,外高桥1路
护塘西,1651路
护航路机场大道（海关仓库）,机场八线
报春新村,莘庄3路B线,704路
报春路山花路,闵行1路,704路
报春路水清路,闵行1路,704路
报春路沪闵路,古美环线,704路
报春路虹莘路,闵行1路,松莘线,732路,古美环线,704路
报春路龙茗路,古美环线,704路
披云门路,松江106路
招商市场,松江14路,松江25路,松江11路,松新枫线,莲松专线
拯安路慈桥路,1020路
拱为路北门路,浦东55路
拱为路南祝路,浦东96路
拱为路听悦路,浦东55路
拱为路听潮路,浦东55路,浦东57路,浦东123路
拱为路听谐路,浦东55路
拱为路和开路,浦东96路
拱为路城西路,浦东55路
拱为路大川公路,浦东51路,1070路,浦东55路,浦东122路
拱为路通济路,浦东55路,浦东57路
拱乐路南祝路,1082路
拱乐路和开路,1038路
拱乐路大川公路,浦东74路,806路,浦东59路,1138路,大泥专线,浦东123路,浦东125路,浦东122路
拱乐路红光村委,1082路
拱乐路靖海路,1038路
拱亮路听和路,浦东96路
拱优路城西路,浦东96路
拱北路佳祥路,1121路
拱北路川南奉公路,1121路,浦东57路
拱北路观海路,1121路,浦东96路
拱北路靖海路,1121路,浦东57路
拱川路听悦路,806路,浦东59路,浦东122路,浦东124路
拱川路大川公路,1070路,1138路,浦东122路
拱晨路听潮路,1070路,浦东125路
拱晨路听达路,浦东96路
拱晨路城西路,浦东96路
拱极东路东港公路,浦东31路
拱极东路同创路,浦东31路
拱极东路同发路,浦东31路
拱极东路夏兰路,浦东31路
拱极东路曲幽路,浦东31路,1121路,1073路,浦东69路
拱极东路盐大路,1073路,浦东31路
拱极东路秋荷路,浦东31路
拱极东路纵四河桥,浦东31路
拱极东路西沙中路,浦东31路
拱极路,1111路,浦东123路
拱极路丰海路,南龙专线,浦东31路,浦东69路,642路,浦东124路
拱极路南祝路,1038路,南龙专线,浦东107路,1082路,浦东30路,1121路,浦东69路,浦东96路,1111路,浦东51路,1138路,642路,浦东123路,浦东79路,浦东56路,1137路,浦东124路
拱极路南祝路（惠南地铁站）,浦东57路
拱极路城北路,浦东96路,1111路,浦东51路,浦东57路,浦东123路
拱极路城西路,浦东107路,1111路,浦东51路,浦东57路,浦东123路
拱极路川南奉公路,浦东69路,浦东31路,浦东79路,浦东124路
拱极路政海路,南龙专线,浦东31路,浦东79路,浦东124路
拱极路桃源一村,浦东51路,浦东96路,浦东57路
拱极路观海路,南龙专线,642路,浦东24路,浦东124路
拱极路通济路,浦东51路
拱极路靖海路,浦东69路
拱极路（桃源一村）,浦东107路
拱海路听康路,浦东96路
拱海路听悦路,浦东107路,1138路
拱海路大川公路,浦东107路
拱海路通济路,浦东96路
拱秀路听云路,浦东93路
拱秀路听民路,浦东93路
拱秀路城西路,浦东96路,浦东107路,浦东93路,浦东57路,浦东125路
拱鸣路听潮路,浦东57路,浦东123路
挑皮港,崇明乡村10路
振万路万祥路,1134路
振兴路南明路,青村2线
振兴路城乡路,青村2线,青村1线
振兴路惠民路,1072路
振兴路观海路,1072路
振凯路振康路,1663路
振凯路汇科路,1663路
振堰路汇工路,1663路
振宏新村（伊梨南路）,737路
振欣路惠民路,浦东122路
振欣路汇民路,惠南10路
振欣路观海路,浦东122路
捷畅路捷通路,浦东90路
排衙镇,南江专线
控江新村,842路,538路,819路,713路,大桥三线,90路,8路,723路
控江路内江路,大桥四线,220路,6路
控江路凤城路,220路,6路
控江路双阳路,308路,大桥四线,220路,870路,6路
控江路打虎山路,713路,14路,70路,220路,103路,6路
控江路敦化路,6路,22路
控江路本溪路,103路
控江路隆昌路,308路,大桥四线,6路,220路,870路
控江路鞍山路,308路,70路,14路,103路,220路,6路,871路,843路
控江路黄兴路,308路,大桥四线,220路,870路,6路
推广站,南东专线,堡胜专线
提篮桥,868路,155路,135路,134路,28路,330路,37路
插乌滧,堡进线
揽海路（保亿风景）,崇明东滩2路（区间）,崇明东滩2路
揽海路（海上明月）,崇明东滩2路
揽海路（览海国际）,崇明东滩2路
放鹤路北吴路,闵行10路,闵行16路,闵行37路
放鹤路吴河路,458路,闵行10路,闵行37路
放鹤路沪闵路,闵行10路,闵行37路
放鹤路莲花南路,458路,闵行10路,闵行37路
放鹤路虹梅南路,闵行10路,729路
放鹤路都园路,458路,闵行10路,闵行37路
放鹤路龙吴路,闵行7路,闵行10路,729路
政修路国达路,大桥五线
政和路国帆路,1256路,168路,1218路
政和路国晓路,1255路
政和路国秀路,1226路,1218路
政悦路国伟路,1201路,61路
政民路国定路,60路,99路,819路,713路,559路
政民路淞沪路,819路
政立路国和路,538路,8路
政立路国定路,758路,187路,966路,537路
政立路国权北路,100路,187路
政立路市光路,758路,187路,538路,942路,61路,329路,537路,8路
政立路恒仁路,187路
政立路武川路,758路,1255路,187路,819路,537路
政立路淞沪路,758路,187路,966路
政立路逸仙路,100路,187路
政通路淞沪路,850路
政青路三门路,1255路
教育考试院,761路,755路
教育路顾北东路,宝山3路
敦化路控江路,60路,308路,812路,220路
敦化路松花江路,934路
敦化路靖宇东路,60路,812路
敬学路宝安公路,嘉定106路
敬老院,廊下2路
文井路南沙路,江川1路
文井路南雅路,江川1路
文俊路鼎文路,松江20路
文俊路鼎松路,松江20路
文俊路鼎源路,松江20路
文化中心,1657路
文化广场,奉贤3路,奉贤17路B线,奉贤17路,786路
文化路泗陈公路,松江45路,松江48路
文化馆,63路,858路,948路,319路,94路
文吉路思贤路,1806路
文吉路文翔路,1806路
文工路后港路,松江76路
文工路文兵路,松江76路
文怡花园,奉贤34路,奉贤15路,上奉专线,891路,奉贤35路,奉贤11路
文明东街贤浦路,奉贤21路
文武港桥,江平专线
文汇路,松江18路,松莘线
文汇路人民北路,1804路,1802路,1801路,松江3路,松江旅游观光2线,松江99路
文汇路站,松江有轨电车2号线
文汇路龙城路,1804路,1801路,松莘线,松江3路,1802路,松江99路
文汇路龙源路,松江18路,1802路,松江13路,1804路,1801路,松莘线,松江12路,松江99路,松江17路
文汇路龙胜路,松莘线
文汇路龙腾路,松江18路,松江13路,1804路,1801路,松莘线,松江12路,1802路,松江99路,松江17路
文涵路天翔路,松江15路
文涵路弘翔路,1810路,松江24路
文涵路文翔路,松江24路
文涵路文诚路,1810路,松江15路
文涵路新松江路,1805路,松江99路,松江95路,1810路,松江24路
文翔东路,松江21路
文翔名苑,1804路,1801路,松江20路,松江95路
文翔路中德路,松江67路,松江81路,松江20路
文翔路中昆路,松江67路,松江81路,松江20路
文翔路人民北路,松莘线
文翔路名苑,朱松专线
文翔路嘉松南路,松江66路,松江9路
文翔路文吉路,1805路
文翔路文涵路,朱松专线,松江95路,松江20路
文翔路昆港公路,1806路,松江20路
文翔路滨湖路,松江13路,1801路,松江33路,朱松专线
文翔路站,松江99路,1805路,松江95路,1810路,松江20路
文翔路第一人民医院,松江9路,松朱线,朱松专线,194路
文翔路翔昆路,松江67路,松江81路,松江20路
文翔路茸树路,松江21路
文翔路茸梅路,松江7路
文翔路西林北路,1801路,松朱线,松江5路,朱松专线,194路
文翔路辰塔路,松江20路
文翔路通波路,松江66路
文翔路鹤溪街,松江67路,松江81路,松江20路
文翔路龙源路,松江13路,1801路,松江12路,松江33路,朱松专线
文耀路光昊路,1552路
文耀路南港路,奉贤22路,1552路
文诚路,松莘线
文诚路三新北路,松江24路
文诚路人民北路,松江12路
文诚路园中路,松江23路区间
文诚路文涵路,松江24路
文诚路滨湖路,松江13路,松江19路,松江12路,松江24路,松江23路区间
文诚路玉华路,松江19路,松江24路,松江23路区间
文诚路玉树北路,松江19路,松江24路
文诚路站,松江有轨电车2号线
文诚路西林北路,松江12路,松江3路
文诚路辰塔路,1810路,松江24路,松江15路
文采路秋兴路,浦东90路
斗私桥,金山工业区二路
斜土东路西藏南路,89路
斜土路东安路,171路,303路,隧道夜宵一线,301路,徐闵夜宵专线,72路,89路,932路,572路,733路,隧道二线
斜土路制造局路,974路,89路,96路
斜土路南丹东路,315路,15路
斜土路大木桥路,隧道夜宵一线,303路,301路,72路,89路,徐汇滨江环线,733路,932路,205路
斜土路宛平南路,303路,隧道夜宵一线,733路,72路,89路,932路,572路,隧道二线
斜土路宛平南路(下行宛平南路斜土路),218路
斜土路打浦路,89路,17路,932路,733路,96路
斜土路枫林路,303路,隧道夜宵一线,301路,72路,89路,932路,572路,徐汇滨江环线,733路,171路,49路,隧道二线
斜土路瑞金南路,932路,733路,89路,205路
斜土路蒙自路,974路,89路,96路
斜土路鲁班路,869路,974路,89路,96路
斜桥,303路,318路,955路,730路,781路,徐川专线,43路,715路,218路,23路,大桥一线
新业路新园路,青浦10路
新东,南建专线
新东小学,崇明乡村1路
新东村,祝桥2路
新东村竞星7组,1093路
新东河路,崇明乡村9路
新东牧场,南跃线
新东电灌站,1064路
新东苑一期,1813路,松莘线
新东苑三期,松江51路,1813路,松江52路
新东苑二期,松江51路,1813路,松江52路
新东苑四期,1813路
新东路,崇明乡村9路
新中,南红专线
新中新村,966路
新中村村委会,松江79路
新中路唐家湾路,崇明乡村9路,崇明乡村10路
新中路崇明大道,崇明乡村9路
新中路新景路,崇明乡村10路
新中路新河公路,崇明乡村9路,崇明乡村10路
新丰拉练厂,莘南专线
新丰支五路庄家台村,重固1路
新丰支五路陆家宅基村,重固1路
新丰支路前明桥,重固1路
新丰支路新丰村,重固1路
新丰支路新丰社区,重固1路
新丰支路高家台村,重固1路
新丰村,嘉定110路
新丰村龚家宅,孙桥1路
新丹路崧华路,青浦21路
新丹路崧复路,青浦21路
新义路亭枫公路,枫泾6路
新义路便民服务点,枫泾6路
新义路北支港,枫泾6路
新义路新义立交桥,枫泾6路
新义路杨树下,枫泾6路
新义路网埭港北,枫泾6路
新义路网埭港南,枫泾6路
新义路计家浜,枫泾6路
新乐,南红专线
新书路芸香路,1064路
新书路雪南路,1064路
新二路通南路,132路,99路,160路,151路
新五,松江71路
新五公路北厍路,松江35路区间
新五公路田黄路,松江35路区间
新五公路蔷薇娄路,松江70路,松江35路区间
新五公路（徐厍村）,松江35路区间
新侯路新郁路,嘉定104路
新候路丰庄路,717路
新元南路云端路,泥城2路
新元南路南芦公路,浦东90路
新元南路同顺大道,浦东90路
新元南路彭平路,泥城2路
新元南路捷畅路,浦东90路
新元南路正茂路,泥城2路
新元南路浩歌路,泥城2路
新元村3组,枫泾1路
新元村9组,枫泾1路
新元村医务室,枫泾1路
新元村村委,枫泾1路
新光村,崇明乡村7路
新光林家乐10号,崇明乡村7路
新光林家乐19号,崇明乡村7路
新光林家乐39号,崇明乡村7路
新兴支路江南大道,长兴2路
新农,金漕线,南金线,莘金专线
新农河路莘砖公路,松江55路
新农河路长兴东路,松江50路
新农牡丹村贸易路,1670路
新冠路汇善路,892路
新凤中路华农路,白徐线跨线定班（赵屯-徐泾）,华新6路,华新8路,白徐线,华新4路
新凤中路华志路,白徐线跨线定班（赵屯-徐泾）,华新6路,华新8路,白徐线,华新1路,华新4路
新凤中路华隆路,华新8路,华新6路,华新4路
新凤中路古思浜路,华新8路,华新6路
新凤中路新嵩路,华新8路,华新6路
新凤北路华新街,青浦34路
新凤北路华益路,华新1路
新凤北路华腾路,白徐线跨线定班（赵屯-徐泾）,华新8路,白徐线,华新1路
新凤北路纪鹤公路,华新1路
新凤南路凤星路,华新8路,华新6路
新凤南路凤星路（南）,华新8路,华新4路
新凤南路北青公路,华新8路,华新4路
新凤路华志路,74路
新凤路华腾路,74路
新出港路,堡陈北线,崇明东滩4路
新利河桥,江平专线,新芦专线
新北村,南跃线,南风线
新北街,松江53路,松莘线
新北门,736路,926路,805路,304路,64路,11路,930路,911路
新华,六灶2路
新华一村,502路,942路,302路,51路,537路,139路
新华中学,南金线,南松专线
新华医院,308路,310路,14路,70路,103路,220路,6路,871路
新华医院奉贤分院南门（东方美谷大道丽南路）,奉贤16路
新华站,堡胜专线,堡胜专线（区间）
新华路定西路,141路
新华路番愚路,946路
新华路番禺路,48路,911路
新协路华丹路,华新2路
新协路华南路,华新7路
新协路华卫路,华新7路
新协路华志路,华新2路,华新7路
新协路华腾路,华新2路,华新7路
新南家园,891路,奉贤35路
新南欢路下横泾,金山工业区一路
新南街恒宣路,125路
新南街新中街,1812路
新南路,松莘线
新南路场西路,松江51路,松江68路,松莘线,松江52路
新南路明华路,125路
新南路春九路,松江68路
新南路春莘路,松江68路
新卫,南红专线
新叶村活动中心,庄行1线,奉贤27路
新和路霜竹公路,嘉定7路
新四平公路南芦公路,642路
新四平公路团南中路,642路,大泥专线
新四平公路坎北路,大泥专线
新四平公路平庄公路,四团2线,四团4线
新四平公路平福路,四团2线,临港7路
新四平公路桐桥,大泥专线
新四平公路海丹路,四团2线,临港7路
新四平公路鹏城东街,大泥专线
新四平公路鹏程东街,四团2线
新四平公路鹏程路,江平专线
新四平路平庄公路,江平专线
新园,嘉定107路,嘉定107路B线,嘉定64路B线
新园路园三路,外高桥4路,浦东72路
新园路园二路,浦东72路,外高桥4路
新园路崧泽大道,青浦10路
新园路普新路,188路
新园路洲海路,外高桥4路,971路,1031路,浦东72路
新园路闻六路,188路
新园路高东生态园,外高桥4路
新国,南红专线
新场,新芦专线,沪南线
新场地铁站,1108路,1068路,新芦专线
新场镇政府,新芦专线,沪南线
新垦区,南隆专线,南隆专线（区间）
新城公园,南堡快线,崇明乡村2路,崇明乡村2路（区间）
新城区教育园区,上石线,金山5路,1662路
新城路,上石线
新城路北随塘河路,金山2路,金山9路,金山6路,金山3路
新城路合浦路,金山1路,金山2路
新城路嘉罗公路,841路
新城路车站,802路
新城路随塘河路,枫戚快线
新塘港路赵屯浦路,青浦17路,青浦4路
新塘路新粮路,奉贤17路B线,奉贤17路
新塘路江海南路,奉贤17路,奉贤17路B线
新天地,旅游6线,旅游4线
新天地（马当路）,旅游7线
新奉公路兰博路,奉城4线,奉卫线
新奉公路南奉公路,邵鹤线,江平专线,新芦专线,奉贤49路
新奉公路团青公路,邵鹤线,新芦专线,奉贤49路
新奉公路大叶公路,奉贤46路,邵鹤线,新芦专线,奉贤49路
新奉公路大叶路加油站,江平专线
新奉公路奉粮路,奉城1线,邵鹤线,新芦专线,奉贤49路
新奉公路奉陆路,奉贤46路,邵鹤线,江平专线,新芦专线,奉贤49路
新奉公路川南奉公路,奉城1线
新奉公路新利河桥,奉贤46路,邵鹤线,奉贤49路,头桥1线
新奉公路曹塘港路,新场1路
新奉公路服民路,奉贤46路,邵鹤线,新芦专线,奉贤49路
新奉公路沪南公路,新场1路,1068路,628路
新奉公路沪南公路（新场）,邵鹤线
新奉公路牌楼西路,新场1路,新场2路,1068路,新场5路
新奉公路牌楼路,邵鹤线
新奉公路石笋街,新芦专线,新场5路,新场1路,新场2路,1068路,628路
新奉公路石笋路,邵鹤线
新奉公路蔡建路,奉贤46路,邵鹤线,新芦专线,奉贤49路
新如农业园区,浦东30路
新如村,祝桥2路
新姚村,松江29路,801
新宅,嘉定107路,嘉定107路B线
新宅路天云路,松江67路,松江90路
新宅路天新路,松江67路,松江90路
新宅路沈砖公路,松江67路
新安镇,南海二线,崇明乡村11路,南海线
新宜一路新宜二路,华新2路
新宝路汇善路,嘉定56路区间
新家园路古楼公路,186路
新家园路古楼路,191路
新家园路泗凤公路,松江45路,1845路,186路,191路
新家园路泗凯路,松江45路
新宾路中兴路,松江70路,松江27路,松江72路,松江30路
新宾路中天路,松江27路,松江72路,松江30路
新宾路中民路,松江72路
新宾路辰塔路,松江72路
新寺,奉贤19路,奉贤17路,奉贤17路B线
新寺砖瓦厂,柘林2线
新崇东路新崇南路,城桥4路
新川沙路北蕴川路,宝山6路
新川沙路蕰川公路,宝山18路
新川路凌空路,1032路,浦东79路
新川路华东路,182路,615路
新川路华城路,182路
新川路妙境路,182路,浦东117路,浦东118路,615路
新川路川沙路,182路,浦东117路,浦东118路,615路
新川路川黄路,浦东94路,浦东11路,浦东24路
新川路汇庆路,1030路,1032路
新川路石皮路,浦东24路,浦东94路,浦东13路,浦东11路,615路
新工北路林天路,松江76路
新工北路浩海路,松江75路
新工南路叶新公路,松江76路,松江75路
新工南路贾田村路,松江35路
新巷村老年人服务中心,亭林5路
新市北路万安路,823路,97路
新市北路场中路,887路
新市北路场中路（上行单向）,97路
新市南路车站北路,758路,97路
新市南路车站南路,97路
新庄,南红专线
新庙三公路卖新公路,松江50路
新庙三路卖新公路,松莘线
新庙三路新拓路,松莘线
新庙三路新腾路,松莘线
新庙三路站,松江有轨电车1号线
新府中路华农路,华新1路,虹桥枢纽6路B线
新府中路华富街,白徐线跨线定班（赵屯-徐泾）,白徐线,华新1路,青浦34路
新府中路华志路,华新1路,虹桥枢纽6路B线
新府中路华腾公路,青纪线
新府中路华腾路,华新6路,华新8路,华新2路,华新1路,华新4路,虹桥枢纽6路B线,青浦34路
新府中路华腾路（南）,华新6路,华新1路,华新4路,虹桥枢纽6路B线
新府中路华雅路,华新1路,虹桥枢纽6路B线
新府北路华新街,白徐线跨线定班（赵屯-徐泾）,白徐线,华新1路
新府路华腾路,74路
新建一路启源路,886路,嘉定17路
新建一路嘉行公路,886路
新建一路大安路,886路
新建一路永新路,886路,嘉定68路
新建一路浏翔公路,886路
新建一路澄浏公路,886路
新建中路古华园路,奉贤4路B线,奉贤4路
新建中路城乡路,奉贤4路B线,奉贤4路
新建中路环城东路,奉贤4路B线,奉贤4路
新建中路科技路,奉贤4路B线,奉贤4路
新建中路立新路,奉贤4路B线,奉贤4路
新建公路陈海公路,南建专线
新建村,松江72路
新建水闸,崇明乡村6路,南建专线
新建河口,崇明乡村6路,南建专线
新建西路南桥路,奉贤4路B线,奉贤4路
新建西路环城西路,奉贤4路,奉贤4路B线
新建西路秀南路,奉贤4路,奉贤4路B线
新建西路菜场路,奉贤4路,奉贤4路B线
新开河路,旅游7线
新开河路中山东二路,911路
新张村,青村1线
新强村,江平专线
新彭路彭中路,松江76路
新征村,崇明乡村8路
新徕路汇旺东路,892路
新德西路德华路,浦东63路
新德西路德川路,浦东117路,浦东68路,182路
新德西路德翔路,浦东68路,浦东63路,182路,浦东117路,浦东119路
新德路华夏一路,浦东39路,188路,浦东63路,615路
新德路华夏二路,浦东39路,浦东68路,615路
新德路妙境路,浦东39路,浦东117路,188路
新德路妙镜路,浦东68路,浦东63路
新德路川沙路,浦东39路,浦东63路,浦东117路,徐川专线,188路
新恒路华志路,华新2路
新恒路华腾路,华新2路
新慧路惠农支路（万年七组）,1670路
新慧路惠农支路（实验场）,1670路
新成路嘉戬公路,嘉定20路
新成路嘉罗公路,嘉定62路,嘉定22路
新成路塔城路,嘉定10路,嘉定22路
新成路棋盘路,嘉定68路,嘉定22路
新成路车站,嘉定12路,嘉定5路
新成路迎园路,嘉泰线,嘉定10路,嘉定22路
新扬工业园区,742路
新新,南堡二线
新木桥,841路
新村公路塔闵路,松江79路
新村公路闵塔公路,松江79路
新村电镀厂,南红专线
新村路万泉路,766路,859路,937路
新村路两江湾村,白鹤4路
新村路双山路,869路,826路,107路,909路,129路,944路,112路
新村路大华路,923路,766路,107路,937路,112路
新村路子长路,547路,869路,78路,107路,129路,937路,510路
新村路广泉路,923路,766路,107路,937路,112路
新村路庄家浜村,白鹤4路
新村路志丹路,876路,129路,944路,702路,510路
新村路新沪路,869路,923路,944路,112路
新村路景展家园,廊下5路
新村路沪太路,107路,937路,702路
新村路真华路,766路,107路,937路,112路
新村路真金路,869路,766路,859路,937路,112路
新村镇,南红专线
新杨公路,临港中运量3号线
新杨公路万水路,临港7路
新杨公路两港大道,临港7路
新杨公路平庄公路,四团3线
新杨公路平达路,临港7路B线
新杨公路横桥支路,四团3线
新杨公路江山路,临港7路,江平专线
新杨公路芦五公路,海湾3线,临港7路,江平专线
新杨工业园区,193路
新杨路新池村,青浦36路
新杨路沪青平公路（东）,青浦36路
新杨路沪青平公路（西）,青浦36路
新松江路三新北路,松江14路,1805路
新松江路三新路,1809路
新松江路人民北路,松江14路,松江33路,1809路,松江24路,松江20路
新松江路文涵路,松江19路,1809路
新松江路江学路,松江14路,松江3路,1809路,松江24路,松江20路
新松江路滨湖路,松江14路,1809路,松江17路,松江20路
新松江路西林北路站,松江有轨电车2号线
新松江路谷阳北路,松江14路,松江11路
新松江路辰塔路,松江19路,松江99路,松江95路,1809路,1810路,1805路
新松江路通波路,松江14路,松江11路
新松江路通跃路,松江22路
新松江路龙源路,松江14路,1809路,松江17路,松江20路
新林公路环城东路,奉贤9路
新林公路道院,奉贤9路
新林路寺中路,柘林2线
新柘中路沪杭公路,柘林1线
新桥,1812路,莲山专线,新芦专线,崇明乡村2路,崇明乡村2路（区间）
新桥中心小学,125路
新桥卫生院,1812路
新桥敬老院,松江51路,松江52路
新桥村8组,四团1线
新桥汽车站,1812路
新桥火车站,松江51路,松江53路,125路,松江52路,松江50路,松江有轨电车1号线
新桥站,1813路,1812路
新桥路久业路,青浦10路,1514路,青浦13路
新桥路久惠路,青浦10路,1514路,香花桥2路
新桥路久远路,青浦10路,香花桥2路,1514路
新桥路兰马苑,香花桥2路,1514路,青浦24路
新桥路大盈路,1514路,青浦24路
新桥路新胜路,1514路,青浦24路
新桥路李家浜路,青浦10路,香花桥2路,1514路
新桥镇,松莘线,松江54路
新梅小区,闵行1路,732路
新欣路新府路,书院2路,1063路,1124路
新欣路老芦公路,1124路,1063路,书院2路
新民二队,南堡二线
新民旺苑,奉贤5路
新民旺苑东门,奉贤5路
新民港路关五路,奉贤11路
新民港路大叶公路,奉贤11路
新民镇,横沙3路
新永村,横沙2路
新江,闵行16路
新江湾城（世界路）,55路,1253路,307路
新沪路大华二路,112路,737路
新沪路怡华苑路,737路
新沪路新村路,547路
新河汽车站,崇明乡村10路
新河码头港区,1721路
新河镇,1721路,南堡专线,南裕专线,崇明乡村9路
新沼泾,1659路
新泉路交通路,859路
新波路中区路,松江30路
新泥路临港大道,泥城4路
新泥路公平13组,泥城1路
新泥路公平村中站,泥城4路,泥城1路
新泥路公平村北站,泥城1路,泥城4路
新泥路新一,泥城4路
新泥路新三一组,泥城4路
新泥路新二,泥城4路
新泥路新建村,泥城4路
新泾五村,216路
新泾村,嘉定67路,嘉定103路
新泾路泾波路,1665路
新泾路白牛路,1665路
新泾路福泉路,新泾1路,121路
新洲,南红专线
新洲不锈钢厂,南红专线
新洲路招呼站,1670路
新洲路牡丹村村委,1670路
新洲路牡丹路（高尔夫球场）,1670路
新浜,莲浜专线
新浜汽车站,松新枫线,松江76路,松江75路,松江35路
新浜镇,松新枫线
新浦路板泉路,604路
新浦路顾全路,789路
新浦路高青路,浦东73路
新浩路古丹路,1127路
新海农场,南跃线,南海线,南新专线（崇明巴士）
新海果园,南跃线
新海水闸,南牛线（区间）,南牛线
新海路兴裕路,柘林2线
新港村委会,奉贤18路
新港河路永恩路,浦江16路
新港路和平公园,103路
新港路四平路,14路,103路
新港路堡港路,1712路,崇明乡村9路
新港路大连路,14路,103路
新港路瑞虹路,1219路
新源小区,崇明乡村10路
新源村,松江23路,松江80路,松江79路
新源路元江路,闵行14路
新源路和静路,嘉定114路区间,嘉定102路,嘉定108路,嘉定69路,嘉定128路
新源路昌吉路,嘉定114路区间,嘉定69路,嘉定114路,嘉定112路,嘉定128路
新源路瓶北路,闵行17路
新源路鑫都路,闵行17路
新源路鹤翔路,闵行2路区间
新潮路福泉路,新泾1路,88路
新瀚路古丹路,新场2路
新瀚路古博路,新场2路
新烈路,南堡二线
新牧路三图村,1669路
新牧路卫生室,1669路
新牧路奶牛场,1669路
新牧路温河村,1669路
新牧路老村部,1669路
新牧路蒋家塘桥,1669路
新牧路鸿安路,1669路
新王路三四泾桥,朱家角5路
新王路潘家荡村,朱家角5路
新王路王家浜村,朱家角5路
新王路王金村,朱家角5路
新王路金家浜村,朱家角5路
新环北路众安路,1162路
新环北路康新公路,1127路,浦东53路,1068路
新环北路申江南路,1162路
新环南路南山寺,新场3路
新环南路新奉公路,新场5路,新场2路,1068路,新场3路
新环西路新环北路,1127路,浦东53路,1068路
新环西路新环南路,新场5路,新场2路,1068路,新场3路,628路
新环西路沪南公路,新场1路,1068路
新环西路牌楼西路,新场1路
新环西路笋心路,628路,新场3路,新场5路,新场1路,新场2路,1068路
新环路市场路,横沙3路
新生,六灶2路
新申公路唐家湾路,1721路
新申公路新河公路,1721路
新申路,南堡专线
新甸路兴贤路,嘉定105路
新甸路兴顺路,嘉定105路
新盟路,横沙2路
新盟路永盟路,横沙2路
新立,崇明乡村4路
新站路新镇街,松江53路,松江50路
新站路站,松江有轨电车1号线
新绿街旺兴路,松江35路,松江76路,松江75路
新绿镇桥,崇明乡村6路
新联村,横沙3路,885路
新联路兴隆支路,横沙3路
新育小区,125路
新育路,1813路,1812路,松莘线
新育路新北街,1812路,1813路,125路
新育路新南街,松江51路,125路,松江52路
新育路明中路,1812路,松江50路,125路
新育路辰塔路,松江23路区间
新胜路友爱新村,香花桥2路,青浦24路
新胜路新桥路,香花桥1路,青浦24路
新胜路新金路,香花桥1路
新胜路曙光路,青浦24路
新胜路白石公路,青浦24路
新胜路红旗路,青浦24路
新胜路胥沟路,青浦24路
新胜路芋楼桥,青浦24路
新胜路香大路,香花桥1路
新艳路中业路,松江72路
新艳路中天路,松江72路
新艳路中民路,松江72路
新艳路新民路,松江72路
新营中心卫生室,1040路
新行路万安街,774路,外高桥4路,1016路
新行路万安路,843路,406路
新行路东靖路,外高桥4路,406路,774路
新街停车场,松江70路
新西小学,堡陈专线,堡红线（区间）,堡红线
新赵路建屯路,白鹤2路,青浦23路,白鹤4路
新赵路白石公路,白鹤2路,青浦23路,白鹤4路
新跃路园二路,浦东72路
新车公路南姚路,松江6路
新车公路民益路,松江54路
新车公路站,松江有轨电车1号线
新郁支路新郁路,948路,嘉定65路
新郁路新候路,765路
新郁路曹安公路,嘉定104路,嘉定65路
新重安路厍桥村,重固2路
新重安路外青松公路,重固2路
新重安路姚奚路,重固2路
新重安路徐姚社区,重固2路
新金桥路唐陆公路,浦东21路
新金桥路唐陆路,浦东27路
新金桥路申江路,浦东21路,790路,浦东27路
新金桥路金桥路,987路,浦东72路,790路
新金桥路金港路,573路
新金桥路金湘路,573路,浦东21路,790路
新金桥路金穗路,1130路
新金桥路金藏路,573路,浦东21路,987路,790路
新金桥路金豫路,573路,浦东21路
新镇,宝山80路,宝山21路,宝山23路,宝山95路
新镇街,松江53路,1817路
新镇街新北街,松江50路
新镇街新站路,松江50路,125路
新镇街站,松江有轨电车1号线
新镇街陈春路,松江50路
新镇路吴中路,753路,173路,739路,709路
新镇路宝南路,闵行33路,753路,173路,763路
新镇路宝铭路,闵行33路,753路,173路,763路
新镇路富强街,173路,753路,763路
新镇路漕宝路,753路,173路,763路,739路,709路
新镇路顾戴路,753路,173路,763路
新闵路平山路,江川1路
新闵路沪闵路,江川1路
新闸路地铁站,136路,19路,64路,316路
新闸路延平路,328路,40路,93路,113路
新闸路成都北路,19路,64路
新闸路江宁路,104路,206路,136路,36路,316路
新闸路泰兴路,19路,104路
新闸路温州路,136路,210路
新闸路石门二路,136路,19路,64路,36路,316路
新闸路胶州路,136路
新闸路西康路,136路
新闸路西藏中路,316路,19路,64路
新陆,宝山86路
新陆路中村,白鹤3路
新陆路九江公路,松江90路
新陆路新庙路,松江90路
新陆路新江渡口,白鹤3路
新陆路施家浜村,白鹤3路
新陆路陆项村,白鹤3路
新陆路（陆其浜村）,松江90路
新陈路莲中路,北蔡2路
新雅路丽雅路,1039路
新风一队,浦江7路
新风七队,浦江7路
新风生态园,浦江7路
新风镇,崇明乡村10路
新飞路,松江53路
新飞路书林路,1817路
新飞路南环路,1817路
新骏环路江月路,浦江12路
新骏环路立跃路,浦江12路
